id,positive_negtive
09912c34159b1720558a419983a989f1dd2e0ed69a044ca3,0.0
175ebe5f059ec050afbd65251ecdd3b512bfbe5e62d041b0,1.0
216bd2aaf4d079240c3ac0b76f0ef4aa355d443880ba78db,1.0
216bd2aaf4d079240f5823e63d24b44dd2c58e3281b822f6,0.0
216bd2aaf4d0792410725ba5e7ca1dc32ce55767372f2030,-0.24044917348149397
216bd2aaf4d0792441e3b7277b9cefa0291c793d81a3c0d6,-0.24044917348149397
216bd2aaf4d07924429c35aadfa374ad5c993210e02e7b7e,0.0
216bd2aaf4d0792458ca0011e529060363ac177eae61e131,0.0
216bd2aaf4d07924595c1b1041acae96b2a283d5c4acc607,0.2085161957121231
216bd2aaf4d079245e336a1cb6e6c79784b82025f2256136,0.45511961331341855
216bd2aaf4d07924644a576172186cf53ce2a223f024a8d4,0.7213475204444817
216bd2aaf4d0792484fc64abae4bc73b556eacaa153e78c7,0.7213475204444817
216bd2aaf4d079248a1cb9c41425810a25d29c1fc1d1c15a,0.0
216bd2aaf4d0792498a6b2cdcc529cd2ad9e309070133338,0.7213475204444817
216bd2aaf4d07924fe2675c2035c548778f9a0293ca7bfb7,0.0
47645761dc56bb8c228e3ac2adc0352fecf6632feb4208d6,0.0
47645761dc56bb8c22a3d787cc419c37bd748cb9630e098e,0.0
47645761dc56bb8c270e08c5030041b1849d06cb34dddd3e,0.0
47645761dc56bb8c2cd5efe8d1318679dff070a0f7045f8c,1.0
47645761dc56bb8c34321bedbdd12d58049eb0bd7a9263d8,0.0
47645761dc56bb8c3593d574d325d27f439fd4a8f5d4c93b,-0.2790553132756236
47645761dc56bb8c547e989c4e10ca1cffb30978eb872a42,1.0
47645761dc56bb8c590fc14d10b6b0baf8d325050768b166,0.0
47645761dc56bb8c5ac7fb1c413f73ab0b240b23b42a09bc,0.0
47645761dc56bb8c6216e4fc602dfd5f4da3af1dd5a3c3d3,0.0
47645761dc56bb8c71185b60943e1c1c13155dbbe362c893,0.36067376022224096
47645761dc56bb8c74c9b73a98ab54507c4eed22fc606217,-0.6213349345596119
47645761dc56bb8c77af894de38bfe23e16fd6f8e8f86f1d,0.0
47645761dc56bb8c79dd5dc18863f7f0612fe1430acbbbfe,-0.9003902478352355
47645761dc56bb8c85cc35fddd52574ab1cde0999e9acf53,1.0
47645761dc56bb8c88a5015da26e7393b4ef59aff1be5bf0,0.45511961331341855
47645761dc56bb8c925c85fcc94eb7123bd3664ef3c4f6ad,-0.48089834696298783
47645761dc56bb8c9f3d3a00709ecaa84fccb19ec555b41f,0.10372458903736548
47645761dc56bb8caa5ccb8f034cc63464a68133aefb8443,0.0
47645761dc56bb8cbae778c848671312d479b531b3d22e8c,0.21714724095162596
47645761dc56bb8cc4fcc2558bd723231825efa467cae116,-0.24044917348149397
47645761dc56bb8ccd2ea9ad513cc24944f45fd4617f1962,1.0
47645761dc56bb8cd50f918f61c0388104a5a84bae7c4adb,-0.25694917118487537
47645761dc56bb8ce22187c99b7efcebc000eeb4792f32bd,1.0
47645761dc56bb8ce4034b5b3a2d12beb159d10cc4c77f88,1.0
47645761dc56bb8cf281d69b650640ec54c1db03f2af6837,0.2790553132756237
47e3664e12f3ce7403646c627920d872294f20a9257c37ad,0.48450897784158475
47e3664e12f3ce7423ece78113f4f6c3f6fad7d9d4b2619d,0.25694917118487526
47e3664e12f3ce7427499145d5891d869d8ae06a349609c6,1.0
47e3664e12f3ce745216c2593a524c91232f1d1e21b68ac6,-0.7666268222633703
47e3664e12f3ce74664b3af9d2c4cb13d301b992e7d32102,-0.7213475204444817
47e3664e12f3ce746fcfc68549dd9fee80a0055fec76dbd0,1.0
47e3664e12f3ce747c51733ff61277afc0eccbd5e6377ad0,0.21714724095162596
47e3664e12f3ce74814aa2270afdc1ed8890dc0b2d92a5ff,1.0
47e3664e12f3ce74a23fa29f19e275798f1855269a57a9e2,1.0
47e3664e12f3ce74ab35df2481b7b688b15b0c7cb0b11e3e,0.0
47e3664e12f3ce74c0a0b97b4ca82e9d6adc63ca3c5b3f53,0.0
47e3664e12f3ce74cadbe11380ea157e85a4b58328d56a9d,1.0
47e3664e12f3ce74cdb8b531a03c5c6ca81856e13578ac5b,-0.36067376022224085
47e3664e12f3ce74ce54d009a60ef0be54404f2cca11c286,1.0
47e3664e12f3ce74d8f4a386af4934f69fb7b8326fbb100b,0.621334934559612
47e3664e12f3ce74dce04112fc95be138b2b3596ab0ce8c2,0.0
47e3664e12f3ce74e036680e98023fc46e8249d99978b7a8,0.7213475204444817
47e3664e12f3ce74e900e98a454925cb4fecc35df2ecbdfd,1.0
47e3664e12f3ce74e923cbf69b18f27cd292d07fff39fcb6,1.0
47e3664e12f3ce74eb60b31f827118c4aaf898c387fdf19f,0.0
47e3664e12f3ce74f6c39eda5dffa2cb9e9bdcccbe13c458,0.21714724095162596
516ab81418ed215d062552824ab83e01a30da2343c2100bf,1.0
516ab81418ed215d3921057da94a5674927133daea62cbc2,0.9320024018394177
516ab81418ed215d5c4726d6223edabea38bb71ce1cb09ac,0.0
516ab81418ed215d5d35b6ec19b16f2f979c298ca240c48b,0.7213475204444817
516ab81418ed215db67adf1120409f76a619e9638b463757,0.7213475204444817
516ab81418ed215dc85907cd58239a33072128a886a7b355,0.25694917118487526
59b38c56de38368305329808b0133b394859a230109d8351,0.0
59b38c56de383683092aa7e769ff3adc7de6cedaea34f00c,0.25694917118487526
59b38c56de3836830d516269129fa3d60841ec5ed4f52349,0.2790553132756237
59b38c56de383683126036938b0133d167db7c7f93a76aa8,-0.45511961331341866
59b38c56de38368316087c2ad693bc4b485f695d231f7fa4,0.0
59b38c56de3836831a65f3f6224792189ed4300356146dc3,-0.310667467279806
59b38c56de3836831bce5874eeab9e7cbf599fadf22cfc06,0.0
59b38c56de3836831ffe3cfab41bdbde61c46826a0f2b899,0.0
59b38c56de38368321f1ff6e2222b154c64b6fdacffff9d8,0.0
59b38c56de3836832d5811269da7faf15a47ba89d1082b81,0.0
59b38c56de3836832f2773aad509e1ea66a79579f6b3ea1d,0.0
59b38c56de3836834567a3144787bd1637a2e1030cd345fa,0.0
59b38c56de38368346954a38c3726befc645bfe7529195c7,-1.0
59b38c56de38368346a7529c5a079694e4d35d0432985df7,0.9102392266268373
59b38c56de3836834a1eb403d76e0097b1f3fbe47c2def39,0.0
59b38c56de3836834d3e11e7471bd646a43ddef9b8647779,-0.24044917348149397
59b38c56de38368359f9324e01f72ec1432f11ab75d3b12c,0.0
59b38c56de3836835b954d74058ed38a1d16ddf25f3e7834,0.7566716776011599
59b38c56de3836835bb43096f985fc9dad1fab41b8459caa,-0.7213475204444817
59b38c56de3836835f7faf639ad10d2074eb49ead123013c,-0.7213475204444817
59b38c56de38368365cada7173296c476e815b98f346a6e6,-1.0
59b38c56de38368366c6179b055d71afd4b4de0552dbeb49,0.5138983423697507
59b38c56de3836836711341768655bd5a630f18715b1cee9,0.6492350854112985
59b38c56de383683805e96cfe06fe6baeffb717ff8def3f7,1.0
59b38c56de3836838259adc318783b39d43055b9e158c6d4,0.0
59b38c56de3836838537a0ff633fc8f969564a170078ce13,-0.45511961331341866
59b38c56de3836838c6429dad3142f27fdbf1862bc09f634,1.0
59b38c56de3836838d87425ef2d34d7f08af0c69d6d835ba,1.0
59b38c56de383683941987cdb915cc7dfe4baa2b5288e7b0,0.0
59b38c56de38368398134b711efd1eec5b5e574cecbb84ac,-0.25694917118487537
59b38c56de3836839d4d210595777301ec7264bb67214a9b,0.0
59b38c56de3836839f8b58ccd89a5319e73a33cc8bedec3e,0.0
59b38c56de383683a0de8e322b9016c4685846784e5fdade,0.2790553132756237
59b38c56de383683a7ac4246a5618f08e1299ccef8054e9f,0.45511961331341855
59b38c56de383683a7e9ce08c5248ec483fe4080f81ba18f,-0.24044917348149397
59b38c56de383683a8eaf0260483af592c43fec5ae1a061c,0.36067376022224096
59b38c56de383683aade58b13c612d1694b00114a6e71703,0.0
59b38c56de383683aaf38f7a418e56dfdbf3debddd24cfbb,0.0
59b38c56de383683ab976406864c92c663e09cad04689285,0.2790553132756237
59b38c56de383683b66ec8775abc9b3b14c720df6ec575e2,-1.0
59b38c56de383683b90e19ce795c51ad711158b8be63ca74,0.310667467279806
59b38c56de383683c5e154dffd3f2ef869179af131548549,-0.2088370194773117
59b38c56de383683c8f4cb7b618798d744bb6c542a1faf89,1.0
59b38c56de383683c8f591dad780f505fbd7b9d617310e3a,-0.310667467279806
59b38c56de383683ccb2678db0f64527691a3912c71a8d5b,-1.0
59b38c56de383683cd939cda41e32bceb61ceabd655cef2c,-0.5581106265512472
59b38c56de383683d1aff4f53d132488a0ed1f06cca2d06d,0.0
59b38c56de383683d62cbc4ad162c7ec78f9bb0d62923feb,-0.24044917348149397
59b38c56de383683d7857b2badc51b4b28249d10c1f824d0,0.0
59b38c56de383683df32362bacd072b48ff202dc94878189,0.6713412275020467
59b38c56de383683e1d5470aa360d1f7c226edeb9f0d3d94,0.0
59b38c56de383683e2e947476e79fcb3c08efbd5b0617cb8,0.7213475204444817
59b38c56de383683e2ed21d537e7d74b7416198cbda9131a,-0.7213475204444817
59b38c56de383683ef705d24806a1e00367387e3126373bf,0.310667467279806
82750f1b9d122350005a4f1cbe1b514ff99055a23e2a713a,0.0
82750f1b9d12235004a2c0d2fad83b092980d860a5e7e602,0.7213475204444817
82750f1b9d12235005b3b078912a095331ca98cdc9254ddc,0.0
82750f1b9d12235006bf0621ed356eba6714ef318de46ea5,0.310667467279806
82750f1b9d1223500ca32e9a7acb659bac1f84ad3f98f460,1.0
82750f1b9d1223500daebe6b2f50f214d3fd73cf7263bf1a,1.0
82750f1b9d1223501338bebdeb759cfe3c21e49514fc3125,0.621334934559612
82750f1b9d122350162e400313b9d08e40868e35eb70b1bb,1.0
82750f1b9d12235017b32da061e94c4a744918a872b4c7ba,0.9617966939259757
82750f1b9d1223501e6afbd876e1031ff64b203ae2ede72f,0.0
82750f1b9d122350205a31a3523b922c44ee98c3b99633cc,0.0
82750f1b9d12235023173c46ff84e851baba9f53414a42fe,0.5581106265512472
82750f1b9d1223502d515744137bd6367c9792fdb01a36eb,1.0
82750f1b9d1223502e1f9451c5dd83385612cf9ce29fe2da,0.36067376022224096
82750f1b9d12235035ad8f3632856b959e013d97f2170e2d,0.0
82750f1b9d1223504430daf152e8e66f76bb8ca2e1164424,0.5581106265512472
82750f1b9d122350461295096f48ac4d97f54a1d44e42f3b,-0.37717375792562224
82750f1b9d12235051914b2ff47de9503ecb724a0685976c,0.7213475204444817
82750f1b9d12235054b066c3f0209679c4808d902404b6ae,0.0
82750f1b9d1223505926945ac3cfaf72742419dc0503db87,0.25694917118487526
82750f1b9d1223505c239ef2eaa9d19d0a0479b15532251a,-0.36067376022224085
82750f1b9d1223505d263360d38288f9c720edb13e4d0788,0.0
82750f1b9d12235061345ef35900b240bb3bdb080de88c15,1.0
82750f1b9d122350631f2f1a07ab9386fdc3bbe8405dee2a,0.0
82750f1b9d12235067d0ad1d11dc137e1d2b901bbef51395,0.310667467279806
82750f1b9d1223506afdaaa871b53bad44c330e3807ff9f0,0.0
82750f1b9d1223506b47e8bf446f86f79993fe4452313a47,0.7213475204444817
82750f1b9d1223506c73f8ac3dfd678b12bee909d037c6d2,1.0
82750f1b9d1223506cead97dbf1a457ef63dbbb634460549,0.2790553132756237
82750f1b9d122350714eca4ac6dbcb6818f11be45a1f2956,0.0
82750f1b9d122350725e19a3eeb6d42a60644eed37b2078b,1.0
82750f1b9d1223507c6b8a40049ac4a32e53f38dda2d61c2,0.16342894485669524
82750f1b9d1223508482f86eec175daff125745047812335,1.0
82750f1b9d1223508ee329d47e27d35176c93eb9f35e9c1a,0.0
82750f1b9d122350a3f080d8f2193a100bc7b08f10f7239b,0.0
82750f1b9d122350ab58158fa3a1b4e9fdf4d21b1779684f,1.0
82750f1b9d122350ab63f19538a8ca77f31a4b97e4a99108,0.6713412275020467
82750f1b9d122350b2823d14412d6719eb9be09d2a8b07c6,0.310667467279806
82750f1b9d122350b42ffd45959e42ec22ded8c4b7788556,0.621334934559612
82750f1b9d122350bc267a4a5bf327cee80721da55e66364,0.0
82750f1b9d122350bdc60bfedf916a1e01602adb31e01a0a,1.0
82750f1b9d122350d2d6c2a325672973662ac52491ead1ad,1.0
82750f1b9d122350d448d90a9b94994fa7a22ea08304f406,0.0
82750f1b9d122350dfde64e54437519f6bc952cd0e063c76,1.0
82750f1b9d122350ed6e1da330a9d38644c4176c04eb18c9,-0.022106142090748238
82750f1b9d122350f46c553ce54704e58ca444adce41b112,1.0
82750f1b9d122350f9b535d35d613131e6d766c4c765643b,1.0
82750f1b9d122350fe43715671f7fe9751ce0db3f171d192,0.24044917348149397
82750f1b9d122350fe5593446eac1d34b23ec5c53296cecd,1.0
85bfb0459588377ff9474795db701095c0052bf1be8555e1,0.0
a147e47c30e8c3af40846e03f1b07ff54d8991f2dcc0a9e2,0.0
c23457c354569227b50252c53ec4af6ee60f4692c031bbd5,0.9320024018394177
d8071a739aa75a3b01b1f2bcbe9f21fea7a2924141002758,1.0
d8071a739aa75a3b022eb3b697a28d2bff9815af21f3e492,1.0
d8071a739aa75a3b02d7b71caeec7022d5abe6cfb03a407b,-0.022106142090748238
d8071a739aa75a3b04c9a1789bd657ef83e10c02b1a9fef5,-1.0
d8071a739aa75a3b0d7ad0aa76862a129de1a48037c25fe5,-0.45511961331341866
d8071a739aa75a3b0df125683ff005a19b31e23242acd25d,0.0
d8071a739aa75a3b11b6f1bb8eadc096bf88595d586028ed,0.0
d8071a739aa75a3b1335e40e9c5696c9ad838bc0d8f55bb8,1.0
d8071a739aa75a3b13c8c98dd412e0b4427332961edaf099,1.0
d8071a739aa75a3b16922b47249bbb460583b5a58cb50d2e,-1.0
d8071a739aa75a3b1832e7986283df3fa1baf3a7569327aa,0.25694917118487526
d8071a739aa75a3b188d1d8add9a1ea04800bad89f53513b,0.48089834696298794
d8071a739aa75a3b199af853af43e923072655cd9bc93eb7,0.7213475204444817
d8071a739aa75a3b1d1024c04790575880b0ca53231f0a18,-0.012923926977179923
d8071a739aa75a3b1d5378ef916588ddb6c78d4ef8557ccb,0.0
d8071a739aa75a3b1dc86f0f29c84a4bc3c92904f4833ee7,1.0
d8071a739aa75a3b1ffa429d0a866956d587eb5a3bd39a07,1.0
d8071a739aa75a3b2154a0e54afedb8273341a0983491552,0.9003902478352355
d8071a739aa75a3b24041c6c41a3deecb641c8326d8698f8,0.0
d8071a739aa75a3b28c8af55c61377f6dcfcbaf1af71b745,0.7708475135546262
d8071a739aa75a3b2a34553e4cb1eef22406a74f7964a2dd,0.0
d8071a739aa75a3b2bb930cc5cfdf59de9f84cf3e300a6b6,0.36067376022224096
d8071a739aa75a3b2be4700bb2307513a708b69637bd82e2,0.0
d8071a739aa75a3b2f5210372e4b4649df8143f2315e2c34,0.0
d8071a739aa75a3b2fc4396863818624ba65fea39578a1f7,0.310667467279806
